population[million],1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TCD,3.002596,3.061423,3.122357,3.184775,3.247798,3.310921,3.373563,3.436227,3.500778,3.569778,3.644911,3.727382,3.816299,3.908729,4.000511,4.088858,4.17307,4.25477,4.336389,4.421448,4.512795,4.610964,4.716073,4.830055,4.955088,5.09265,5.244158,5.409275,5.585528,5.769273,5.958022,6.151213,6.350174,6.556628,6.773104,7.001634,7.242018,7.494143,7.760157,8.042713,8.343321,8.663599,9.002102,9.353516,9.710498,10.067932,10.423616,10.779504,11.13974,11.510535,11.89638,12.298512,12.715465,13.145788,13.587053,14.037472
TGO,1.580513,1.597528,1.612758,1.631763,1.662072,1.708632,1.774029,1.855445,1.945781,2.034909,2.115521,2.185661,2.247575,2.303345,2.356623,2.410446,2.464457,2.518566,2.576468,2.642845,2.720838,2.812071,2.915148,3.026378,3.140355,3.252995,3.363448,3.472459,3.579489,3.684309,3.786942,3.886858,3.984356,4.081398,4.180689,4.284286,4.392941,4.506465,4.624826,4.747665,4.874735,5.006223,5.142419,5.283246,5.428552,5.578219,5.732175,5.890414,6.052937,6.219761,6.390851,6.566179,6.745581,6.928719,7.115163,7.304578
THA,27.397178,28.224208,29.081037,29.967043,30.881332,31.822798,32.789097,33.7785,34.790945,35.826803,36.884914,37.964925,39.061999,40.164969,41.259539,42.334954,43.386846,44.416007,45.423442,46.41231,47.385325,48.336894,49.265597,50.183106,51.105438,52.041468,53.002775,53.979503,54.933561,55.812794,56.582824,57.225972,57.761574,58.237672,58.722767,59.266089,59.878955,60.544937,61.250974,61.973957,62.693322,63.415174,64.136669,64.817254,65.404522,65.863973,66.174486,66.353572,66.453255,66.548197,66.692024,66.902958,67.16413,67.451422,67.725979,67.959359
TJK,2.064035,2.140413,2.223956,2.312193,2.401598,2.489648,2.575335,2.659452,2.743461,2.829641,2.919586,3.013956,3.112041,3.212446,3.313144,3.412819,3.51105,3.608761,3.707624,3.809991,3.917642,4.030104,4.146923,4.269775,4.400743,4.540688,4.690913,4.849253,5.008827,5.160375,5.297286,5.417554,5.523207,5.616797,5.702611,5.78433,5.862224,5.93678,6.012308,6.094126,6.186152,6.290413,6.406518,6.532871,6.666628,6.805655,6.949566,7.099021,7.254072,7.41496,7.581696,7.753925,7.930929,8.111894,8.29584,8.481855
TKM,1.593501,1.649914,1.708711,1.769008,1.829697,1.89,1.949425,2.008148,2.066889,2.126749,2.188499,2.252386,2.31807,2.385039,2.452528,2.520002,2.587417,2.655036,2.723006,2.791575,2.861,2.931343,3.002785,3.075867,3.151262,3.229499,3.310059,3.392823,3.479088,3.570558,3.668,3.77235,3.881973,3.991917,4.095512,4.18801,4.26769,4.335991,4.395293,4.449427,4.501419,4.551762,4.600172,4.648036,4.696876,4.747839,4.801594,4.858235,4.917541,4.97896,5.041995,5.106672,5.172941,5.240088,5.307188,5.373502
TMP,0.499525,0.508311,0.517446,0.526936,0.536798,0.547035,0.557252,0.56733,0.577824,0.589519,0.602737,0.618508,0.6361,0.652017,0.661528,0.661634,0.65049,0.630151,0.606295,0.586886,0.57758,0.580556,0.593937,0.614379,0.63667,0.657018,0.674128,0.68917,0.703696,0.720198,0.740231,0.764884,0.792846,0.820471,0.842752,0.856439,0.859496,0.853867,0.845106,0.841063,0.847185,0.865848,0.894837,0.929431,0.962634,0.979201,0.996052,1.013194,1.03063,1.048367,1.066409,1.120392,1.148958,1.180069,1.212107,1.245015
TON,0.0616,0.06374,0.066255,0.069,0.071757,0.074363,0.076787,0.079048,0.081096,0.082879,0.08437,0.08552,0.086349,0.086985,0.087609,0.088347,0.089258,0.090296,0.09136,0.092299,0.093007,0.093452,0.093683,0.093775,0.093838,0.093953,0.094147,0.094399,0.09468,0.094943,0.095152,0.095304,0.095421,0.095532,0.095678,0.095889,0.096174,0.096526,0.096937,0.097398,0.097898,0.098434,0.099005,0.099606,0.100226,0.100858,0.101507,0.102169,0.102816,0.103416,0.103947,0.104392,0.104769,0.105139,0.105586,0.10617
TTO,0.848481,0.865356,0.880019,0.892571,0.903272,0.912419,0.919902,0.925918,0.931466,0.937846,0.945996,0.956364,0.968742,0.982594,0.997052,1.011487,1.025655,1.039757,1.054109,1.069199,1.085308,1.102562,1.12061,1.138673,1.155701,1.170935,1.184053,1.195243,1.20489,1.213625,1.221904,1.229906,1.237486,1.24441,1.250316,1.255001,1.258365,1.260677,1.262544,1.264781,1.26798,1.272383,1.27784,1.284052,1.290535,1.296933,1.303141,1.30926,1.315372,1.321624,1.328095,1.33479,1.341579,1.34824,1.354483,1.360088
TUN,4.220701,4.277371,4.350811,4.436643,4.530835,4.63,4.731395,4.832923,4.933131,5.031211,5.127,5.208154,5.294325,5.388709,5.493722,5.611,5.742339,5.889693,6.049539,6.21569,6.384,6.555185,6.729178,6.905136,7.04255,7.260361,7.492633,7.684751,7.857619,7.958694,8.1544,8.3182,8.4899,8.5722,8.7857,8.9575,9.0893,9.2149,9.3333,9.4559,9.5525,9.6506,9.7489,9.8398,9.9324,10.029,10.1279,10.2251,10.3289,10.4396,10.5471,10.6738,10.7775,10.8865,10.9966,11.1078
TUR,27.55328,28.229291,28.909985,29.597047,30.292969,31.000167,31.718266,32.448404,33.196289,33.969201,34.772031,35.608079,36.475356,37.366922,38.272701,39.185637,40.100696,41.020211,41.953105,42.91235,43.90579,44.936836,45.99794,47.072603,48.138191,49.178079,50.187091,51.168841,52.126497,53.066569,53.994605,54.909508,55.811134,56.707454,57.608769,58.52232,59.451488,60.394104,61.344874,62.295617,63.240157,64.182694,65.125766,66.060121,66.973561,67.860617,68.704721,69.515492,70.344357,71.261307,72.310416,73.517002,74.849187,76.223639,77.523788,78.66583
TUV,0.006104,0.006242,0.006391,0.006542,0.006687,0.006819,0.006935,0.007037,0.007128,0.007213,0.007296,0.007379,0.007459,0.007538,0.007613,0.007685,0.007752,0.007816,0.007883,0.007959,0.008051,0.00816,0.008284,0.008413,0.008537,0.008648,0.008741,0.008821,0.008889,0.008949,0.009004,0.009056,0.009103,0.009148,0.009188,0.009227,0.009264,0.009298,0.009334,0.009374,0.009419,0.009471,0.00953,0.00959,0.009646,0.009694,0.009732,0.009764,0.009788,0.009808,0.009827,0.009844,0.00986,0.009876,0.009893,0.009916
TZA,10.07449,10.37338,10.683888,11.005882,11.339076,11.683511,12.038886,12.40604,12.787494,13.18656,13.605504,14.045757,14.506496,14.984973,15.477155,15.980265,16.493435,17.018013,17.556148,18.11099,18.684893,19.279543,19.894677,20.528465,21.178079,21.842087,22.516809,23.204186,23.914852,24.663284,25.458208,26.307482,27.203865,28.122799,29.030288,29.903329,30.733937,31.533781,32.323953,33.135281,33.99159,34.899062,35.85548,36.866228,37.935334,39.0656,40.260847,41.522004,42.844744,44.222113,45.648525,47.122998,48.645709,50.213457,51.822621,53.47042
UGA,6.788211,7.006629,7.240155,7.487411,7.746181,8.014376,8.292747,8.580632,8.872866,9.162773,9.446024,9.720365,9.988321,10.256342,10.533627,10.827071,11.139772,11.470741,11.817951,12.177677,12.547754,12.927007,13.318149,13.727427,14.163214,14.631089,15.13374,15.668278,16.227778,16.802258,17.384369,17.973428,18.571527,19.17766,19.791266,20.412967,21.041468,21.679497,22.336812,23.026357,23.757636,24.534668,25.355794,26.21776,27.114742,28.042413,29.000925,29.991958,31.014427,32.067125,33.149417,34.260342,35.40062,36.573387,37.782971,39.032383
UKR,42.66215,43.203635,43.749469,44.285897,44.794325,45.261939,45.682314,46.060456,46.409007,46.746668,47.086758,47.433807,47.783013,48.12717,48.45512,48.758986,49.036202,49.290087,49.525597,49.75015,49.968811,50.221,50.384,50.564,50.754,50.917,51.097,51.293,51.521,51.773,51.892,52.00047,52.150266,52.17921,51.921041,51.512299,51.057189,50.594105,50.143939,49.67335,49.175848,48.683865,48.2025,47.81295,47.4516,47.10515,46.78775,46.50935,46.2582,46.0533,45.8707,45.7061,45.5933,45.4896,45.3629,45.1982
URY,2.538651,2.571691,2.603887,2.635128,2.665387,2.694535,2.722874,2.750093,2.774771,2.795044,2.809799,2.818269,2.821437,2.822084,2.824069,2.830172,2.841436,2.857107,2.87597,2.896021,2.915775,2.935036,2.954281,2.973461,2.992648,3.011907,3.031032,3.049962,3.069094,3.088985,3.109987,3.132048,3.154853,3.178156,3.201604,3.224807,3.248039,3.271014,3.292134,3.309318,3.321242,3.327105,3.32777,3.325637,3.324096,3.325608,3.331041,3.33975,3.350832,3.362761,3.374414,3.38561,3.396753,3.407969,3.419516,3.431555
USA,180.671,183.691,186.538,189.242,191.889,194.303,196.56,198.712,200.706,202.677,205.052,207.661,209.896,211.909,213.854,215.973,218.035,220.239,222.585,225.055,227.225,229.466,231.664,233.792,235.825,237.924,240.133,242.289,244.499,246.819,249.623,252.981,256.514,259.919,263.126,266.278,269.394,272.657,275.854,279.04,282.162411,284.968955,287.625193,290.107933,292.805298,295.516599,298.379912,301.231207,304.093966,306.771529,309.346863,311.718857,314.102623,316.427395,318.907401,321.41882
UZB,8.789492,9.044671,9.31951,9.611601,9.917202,10.233502,10.55905,10.894306,11.240523,11.599763,11.972994,12.361237,12.762439,13.170848,13.578783,13.980997,14.374729,14.762133,15.148932,15.54352,15.951899,16.375135,16.810937,17.257774,17.712992,18.174143,18.640558,19.111312,19.583186,20.052259,20.51,20.952,21.449,21.942,22.377,22.785,23.225,23.667,24.051,24.31165,24.6504,24.96445,25.27185,25.56765,25.86435,26.167,26.48825,26.868,27.3028,27.7674,28.5624,29.3394,29.7745,30.2432,30.7577,31.2995
VCT,0.080948,0.082144,0.083206,0.084167,0.085076,0.085972,0.08686,0.087736,0.088615,0.089518,0.090457,0.09144,0.092465,0.093516,0.094572,0.095614,0.096639,0.097649,0.098634,0.099589,0.100506,0.101378,0.102202,0.102985,0.103742,0.104477,0.105197,0.105892,0.106533,0.107081,0.107509,0.107811,0.108001,0.108097,0.108129,0.108122,0.108078,0.108001,0.107923,0.107879,0.107897,0.107989,0.10815,0.108354,0.108563,0.108749,0.108908,0.109049,0.109165,0.109255,0.109316,0.109341,0.109334,0.109327,0.10936,0.109462
VEN,8.146845,8.461684,8.79059,9.130346,9.476255,9.824694,10.175143,10.528054,10.881995,11.235492,11.587758,11.937803,12.286434,12.636971,12.994025,13.360988,13.739142,14.12779,14.525929,14.931741,15.343917,15.7618,16.185895,16.617343,17.057786,17.508059,17.96853,18.437737,18.912431,19.388262,19.861959,20.332247,20.799471,21.263994,21.726808,22.188671,22.649212,23.108003,23.565734,24.023355,24.481477,24.940223,25.399143,25.857553,26.314483,26.769115,27.221228,27.670659,28.116716,28.558607,28.995745,29.427631,29.854238,30.276045,30.693827,31.108083
VGB,0.008036,0.008157,0.008298,0.008455,0.008628,0.008813,0.009009,0.009214,0.009422,0.00962,0.009802,0.009969,0.010125,0.010263,0.01038,0.010476,0.010544,0.010596,0.010663,0.010788,0.011003,0.011316,0.011715,0.012192,0.012729,0.013308,0.013932,0.014595,0.015265,0.015896,0.016459,0.016937,0.017343,0.0177,0.018051,0.018425,0.018834,0.01927,0.019726,0.020186,0.020643,0.021087,0.02153,0.022,0.022538,0.023169,0.023908,0.024735,0.025604,0.02645,0.027223,0.027906,0.028511,0.029058,0.029585,0.030117
VIR,0.032,0.0341,0.0363,0.0387,0.0413,0.044,0.0473,0.0508,0.0546,0.0586,0.063,0.071,0.076,0.084,0.09,0.094,0.096,0.093,0.096,0.096,0.097,0.098,0.102,0.104,0.108,0.107,0.1065,0.106,0.1045,0.103,0.103963,0.104807,0.105711,0.106577,0.107317,0.107817,0.108093,0.108355,0.108535,0.108596,0.108639,0.108386,0.108208,0.108085,0.10795,0.107863,0.1077,0.107423,0.107091,0.106707,0.106267,0.105784,0.105275,0.104737,0.10417,0.103574
VNM,34.743,35.428,36.123,36.836,37.574,38.341,39.142,39.98,40.856,41.773,42.729,43.725,44.758,45.825,46.918,48.03,49.158,50.295,51.436,52.574,53.7,54.722,55.687,56.655,57.692,58.868,60.249,61.75,63.263,64.774,66.0167,67.2424,68.4501,69.6445,70.8245,71.9955,73.1567,74.3069,75.4563,76.5967,77.6309,78.6205,79.5377,80.4674,81.4364,82.3921,83.3112,84.2185,85.1187,86.025,86.9325,87.8603,88.8092,89.7595,90.7289,91.7038
VUT,0.063701,0.065708,0.067806,0.069962,0.072131,0.074287,0.07641,0.078518,0.080669,0.082941,0.085388,0.088023,0.090824,0.093761,0.096793,0.099879,0.103024,0.106223,0.109429,0.112579,0.115634,0.118578,0.121433,0.124248,0.127094,0.130028,0.13304,0.136129,0.139369,0.142852,0.146633,0.150779,0.155242,0.159814,0.164209,0.168236,0.171802,0.175004,0.178074,0.181346,0.185058,0.189288,0.193957,0.198963,0.204144,0.209375,0.214635,0.219956,0.225335,0.230782,0.236299,0.241876,0.247498,0.253165,0.258883,0.264652
WBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.978248,2.068845,2.163591,2.262676,2.366298,2.474666,2.587997,2.706518,2.776568,2.848431,2.922153,2.997784,3.075373,3.154969,3.236626,3.320396,3.406334,3.494496,3.596688,3.702218,3.811102,3.927051,4.046901,4.169506,4.294682,4.422143
WLD,3035.05557,3076.120548,3129.063789,3193.947306,3259.354557,3326.05423,3395.866317,3465.29742,3535.511844,3609.910116,3684.99671,3762.289912,3839.015704,3914.800478,3991.194334,4065.954672,4138.731185,4211.25946,4285.061775,4360.57231,4436.734568,4514.655817,4595.487517,4677.020244,4758.310418,4841.376791,4927.207009,5015.267869,5104.205218,5193.123373,5283.057867,5369.889993,5453.473436,5537.776461,5621.146521,5705.843054,5788.596142,5871.549366,5953.6725,6034.911639,6115.444311,6195.58956,6274.734084,6353.976427,6433.748714,6513.959904,6594.722462,6675.832678,6758.302523,6840.955706,6923.684085,7006.907989,7089.451551,7176.092192,7260.780278,7346.633037
WSM,0.108645,0.112121,0.115786,0.119564,0.123354,0.127068,0.130687,0.134194,0.137503,0.14052,0.143175,0.145437,0.147323,0.148889,0.150219,0.151383,0.15239,0.153244,0.15401,0.154763,0.155554,0.156435,0.157401,0.158383,0.159281,0.16003,0.160591,0.161014,0.161424,0.162001,0.162865,0.164073,0.165568,0.167206,0.168786,0.170158,0.171276,0.172191,0.172979,0.173758,0.174614,0.175567,0.176592,0.177677,0.178794,0.179928,0.181072,0.182238,0.18344,0.1847,0.186029,0.187434,0.188901,0.19039,0.191845,0.193228
YEM,5.166311,5.251663,5.339285,5.429501,5.52269,5.61917,5.720538,5.827223,5.937125,6.04723,6.156234,6.262934,6.370599,6.487853,6.626208,6.793979,6.99484,7.226885,7.485921,7.765087,8.059381,8.369708,8.698304,9.04321,9.40207,9.774242,10.153613,10.542601,10.958983,11.426912,11.961099,12.57124,13.245003,13.948118,14.633091,15.266147,15.834747,16.349809,16.829935,17.304422,17.795219,18.306287,18.832097,19.374012,19.931617,20.504385,21.093973,21.701105,22.322699,22.954226,23.591972,24.23494,24.882792,25.533217,26.183676,26.832215
ZAF,17.396,17.949962,18.459442,18.936138,19.390554,19.832,20.268594,20.707258,21.153722,21.612522,22.087,22.602373,23.126276,23.655908,24.189837,24.728,25.268094,25.805575,26.355319,26.940793,27.576,28.254655,28.971839,29.724004,30.505361,31.30788,32.12129,32.933081,33.728498,34.490549,35.2,35.933108,36.690739,37.473796,38.283223,39.12,40.000247,40.926063,41.899683,42.923485,44.0,44.909738,45.448096,46.034026,46.641103,47.270063,47.921682,48.596781,49.296223,50.020918,50.771826,51.549958,52.356381,53.192216,54.058647,54.95692
ZAR,15.248246,15.637715,16.041247,16.461914,16.903899,17.369859,17.86186,18.378189,18.913177,19.458874,20.009902,20.563111,21.120996,21.690604,22.282079,22.902275,23.556784,24.242643,24.948113,25.656486,26.357407,27.049145,27.741104,28.448122,29.190679,29.985665,30.829103,31.721541,32.688708,33.763056,34.962676,36.309209,37.783835,39.314955,40.804011,42.18362,43.424997,44.558347,45.647949,46.788238,48.048664,49.449015,50.971407,52.602208,54.314855,56.089536,57.92684,59.834875,61.809278,63.845097,65.938712,68.087376,70.29116,72.552861,74.87703,77.266814
ZMB,3.049586,3.142848,3.240664,3.342894,3.449266,3.559687,3.674088,3.792864,3.916928,4.047479,4.185378,4.331002,4.484141,4.644329,4.81081,4.983017,5.16057,5.34355,5.53235,5.727577,5.929497,6.138069,6.352561,6.571673,6.793708,7.017292,7.242496,7.46927,7.69607,7.921028,8.143142,8.361381,8.576987,8.794061,9.018229,9.253527,9.502346,9.763742,10.034412,10.30931,10.58522,10.861238,11.139978,11.426006,11.725635,12.043591,12.381509,12.738676,13.114579,13.507849,13.917439,14.343526,14.786581,15.246086,15.721343,16.211767
ZWE,3.75239,3.876638,4.006262,4.140804,4.279561,4.422132,4.56832,4.718612,4.874113,5.036321,5.206311,5.385342,5.573312,5.768382,5.967861,6.170284,6.373956,6.580739,6.796946,7.031159,7.289083,7.571965,7.876414,8.197564,8.528328,8.862601,9.198874,9.535657,9.866776,10.184966,10.484771,10.763036,11.019717,11.256512,11.476807,11.683136,11.877664,12.059858,12.226742,12.374019,12.499981,12.603988,12.691431,12.774162,12.867828,12.984418,13.127942,13.297798,13.495462,13.720997,13.973897,14.255592,14.565482,14.898092,15.245855,15.602751
